64 0.63  0.76 | 0.24
65 0.64  0.14 | 0.86
66 0.65  0.92 | 0.08
67 0.66  0.49 | 0.51
68 0.67  0.46 | 0.54
69 0.68  0.26 | 0.74
70 0.69  0.76 | 0.24
71 0.7  0.25 | 0.75
72 0.71  0.3 | 0.7
73 0.72  0.67 | 0.33
74 0.73  0.37 | 0.63
75 0.74  0.71 | 0.29
76 0.75  0.01 | 0.99
77 0.76  0.42 | 0.58
78 0.77  0.06 | 0.94
79 0.78  0.48 | 0.52
80 0.79  0.87 | 0.13
81 0.8  0.65 | 0.35
82 0.81  0.01 | 0.99
83 0.82  0.54 | 0.46
84 0.83  0.43 | 0.57
85 0.84  0.29 | 0.71
86 0.85  0.77 | 0.23
87 0.86  0.83 | 0.17
88 0.87  0.97 | 0.03
89 0.88  0.06 | 0.94
90 0.89  0.52 | 0.48
91 0.9  0.23 | 0.77
92 0.91  0.82 | 0.18
93 0.92  0.17 | 0.83
94 0.93  0.89 | 0.11
95 0.94  0.17 | 0.83
96 0.95  0.75 | 0.25
97 0.96  0.41 | 0.59
98 0.97  0.38 | 0.62
99 0.98  0.98 | 0.02
100 0.99  0.22 | 0.78
101 1  0.14 | 0.86
102 1.01  0.93 | 0.07
103 1.02  0.06 | 0.94
104 1.03  0.35 | 0.65
105 1.04  0.2 | 0.8
106 1.05  0.68 | 0.32
107 1.06  0.61 | 0.39
108 1.07  0.16 | 0.84
109 1.08  0.4 | 0.6
110 1.09  0.35 | 0.65
111 1.1  0.28 | 0.72
112 1.11  0.39 | 0.61
113 1.12  0.42 | 0.58
114 1.13  0.16 | 0.84
115 1.14  0.92 | 0.08
116 1.15  0.28 | 0.72
117 1.16  0.88 | 0.12
118 1.17  0.81 | 0.19
119 1.18  0.53 | 0.47
120 1.19  0.51 | 0.49
121 1.2  0.51 | 0.49
122 1.21  0.41 | 0.59
123 1.22  0.29 | 0.71
124 1.23  0.48 | 0.52
125 1.24  0.66 | 0.34
126 1.25  0.78 | 0.22
127 1.26  0.79 | 0.21
128 1.27  0.8 | 0.2
129 1.28  0.08 | 0.92
130 1.29  0.67 | 0.33
131 1.3  0.2 | 0.8
132 1.31  0.61 | 0.39
133 1.32  0.26 | 0.74
134 1.33  0.91 | 0.09
135 1.34  0.72 | 0.28
136 1.35  0.03 | 0.97
137 1.36  0 | 1
138 1.37  0.07 | 0.93
139 1.38  0.71 | 0.29
140 1.39  0.75 | 0.25
141 1.4  0.96 | 0.04
142 1.41  0.34 | 0.66
143 1.42  0.21 | 0.79
144 1.43  0.19 | 0.81
145 1.44  0.02 | 0.98
146 1.45  0.79 | 0.21
147 1.46  0.09 | 0.91
148 1.47  0.38 | 0.62
149 1.48  0.18 | 0.82
150 1.49  0.96 | 0.04
151 1.5  0.41 | 0.59
152 1.51  0 | 1
153 1.52  0.66 | 0.34
154 1.53  0.99 | 0.01
155 1.54  0.49 | 0.51
156 1.55  0.2 | 0.8
157 1.56  0.08 | 0.92
158 1.57  0.31 | 0.69
159 1.58  0.23 | 0.77
160 1.59  0.61 | 0.39
161 1.6  0.62 | 0.38
162 1.61  0.03 | 0.97
163 1.62  0.49 | 0.51
164 1.63  0.66 | 0.34
165 1.64  0.65 | 0.35
166 1.65  0.81 | 0.19
167 1.66  0.78 | 0.22
168 1.67  0.99 | 0.01
169 1.68  0.33 | 0.67
170 1.69  0.91 | 0.09
171 1.7  0.1 | 0.9
172 1.71  0.69 | 0.31
173 1.72  0.18 | 0.82
174 1.73  0.89 | 0.11
175 1.74  0.49 | 0.51
176 1.75  0.16 | 0.84
177 1.76  0.22 | 0.78
178 1.77  0.3 | 0.7
179 1.78  0.26 | 0.74
180 1.79  0.58 | 0.42
181 1.8  0 | 1
182 1.81  0.12 | 0.88
183 1.82  0.47 | 0.53
184 1.83  0.2 | 0.8
185 1.84  0.43 | 0.57
186 1.85  0.38 | 0.62
187 1.86  0.68 | 0.32
188 1.87  0.49 | 0.51
189 1.88  0.52 | 0.48
190 1.89  0.37 | 0.63
191 1.9  0.08 | 0.92
192 1.91  0.54 | 0.46
193 1.92  0.96 | 0.04
194 1.93  0.39 | 0.61
195 1.94  0.69 | 0.31
196 1.95  0.02 | 0.98
197 1.96  0.31 | 0.69
198 1.97  0.48 | 0.52
199 1.98  0.12 | 0.88
200 1.99  0.8 | 0.2
201 2  0.32 | 0.68
202 2.01  0.59 | 0.41
203 2.02  0.52 | 0.48
204 2.03  0.21 | 0.79
205 2.04  0.03 | 0.97
206 2.05  0.02 | 0.98
207 2.06  0.44 | 0.56
208 2.07  0.56 | 0.44
209 2.08  0.27 | 0.73
210 2.09  0.97 | 0.03
211 2.1  0.37 | 0.63
212 2.11  0 | 1
213 2.12  0.13 | 0.87
214 2.13  0.13 | 0.87
215 2.14  0.59 | 0.41
216 2.15  0.21 | 0.79
217 2.16  0.36 | 0.64
218 2.17  0.17 | 0.83
219 2.18  0.37 | 0.63
220 2.19  0.99 | 0.01
221 2.2  0.79 | 0.21
222 2.21  0.28 | 0.72
223 2.22  0.76 | 0.24
224 2.23  0.91 | 0.09
225 2.24  0.25 | 0.75
226 2.25  0.49 | 0.51
227 2.26  0.75 | 0.25
228 2.27  0.47 | 0.53
229 2.28  0.23 | 0.77
230 2.29  1 | 0
231 2.3  0.48 | 0.52
232 2.31  0.7 | 0.3
233 2.32  0.04 | 0.96
234 2.33  0.07 | 0.93
235 2.34  0.68 | 0.32
236 2.35  0.11 | 0.89
237 2.36  0.3 | 0.7
238 2.37  0.11 | 0.89
239 2.38  0.45 | 0.55
240 2.39  0.29 | 0.71
241 2.4  0.21 | 0.79
242 2.41  0.6 | 0.4
243 2.42  0.9 | 0.1
244 2.43  0.36 | 0.64
245 2.44  0.2 | 0.8
246 2.45  0.7 | 0.3
247 2.46  0.81 | 0.19
248 2.47  0.38 | 0.62
249 2.48  0.33 | 0.67
250 2.49  0.02 | 0.98
251 2.5  0.58 | 0.42
252 2.51  0.92 | 0.08
253 2.52  0.68 | 0.32
254 2.53  0.43 | 0.57
255 2.54  0.73 | 0.27
256 2.55  0.78 | 0.22
257 2.56  0.99 | 0.01
258 2.57  0.62 | 0.38
259 2.58  0.11 | 0.89
260 2.59  0.48 | 0.52
261 2.6  0.26 | 0.74
262 2.61  0.57 | 0.43
263 2.62  0.92 | 0.08
264 2.63  0.98 | 0.02
265 2.64  0.35 | 0.65
266 2.65  0.18 | 0.82
267 2.66  0.8 | 0.2
268 2.67  0.33 | 0.67
269 2.68  0.78 | 0.22
270 2.69  0.57 | 0.43
271 2.7  0.78 | 0.22
272 2.71  0.05 | 0.95
273 2.72  0.84 | 0.16
274 2.73  0.52 | 0.48
275 2.74  0.75 | 0.25
276 2.75  0.94 | 0.06
277 2.76  0.25 | 0.75
278 2.77  0.14 | 0.86
279 2.78  0.04 | 0.96
280 2.79  0.97 | 0.03
281 2.8  0.15 | 0.85
282 2.81  0.57 | 0.43
283 2.82  0.31 | 0.69
284 2.83  0.07 | 0.93
285 2.84  0.96 | 0.04
286 2.85  0.39 | 0.61
287 2.86  0.47 | 0.53
288 2.87  0.19 | 0.81
289 2.88  0.57 | 0.43
290 2.89  0.16 | 0.84
291 2.9  0.8 | 0.2
292 2.91  0.85 | 0.15
293 2.92  0.66 | 0.34
294 2.93  0.78 | 0.22
295 2.94  0.65 | 0.35
296 2.95  0.74 | 0.26
297 2.96  0.72 | 0.28
298 2.97  0.67 | 0.33
299 2.98  0.33 | 0.67
300 2.99  0.81 | 0.19
301 3  0.21 | 0.79
302 3.01  0.81 | 0.19
303 3.02  0.55 | 0.45
304 3.03  0.92 | 0.08
305 3.04  0.87 | 0.13
306 3.05  0.49 | 0.51
307 3.06  1 | 0
308 3.07  0.14 | 0.86
309 3.08  0.32 | 0.68
310 3.09  0.82 | 0.18
311 3.1  0.53 | 0.47
312 3.11  0.18 | 0.82
313 3.12  0.97 | 0.03
314 3.13  0.84 | 0.16
315 3.14  0.2 | 0.8
316 3.15  1 | 0
317 3.16  0.82 | 0.18
318 3.17  0.61 | 0.39
319 3.18  0.78 | 0.22
320 3.19  0.95 | 0.05
321 3.2  0.74 | 0.26
322 3.21  0.35 | 0.65
323 3.22  0.3 | 0.7
324 3.23  0.79 | 0.21
325 3.24  0.08 | 0.92
326 3.25  0.34 | 0.66
327 3.26  0.35 | 0.65
328 3.27  0.86 | 0.14
329 3.28  0.94 | 0.06
330 3.29  0.54 | 0.46
331 3.3  0.54 | 0.46
332 3.31  0.79 | 0.21
333 3.32  0.68 | 0.32
334 3.33  0.2 | 0.8
335 3.34  0.65 | 0.35
336 3.35  0.14 | 0.86
337 3.36  0.94 | 0.06
338 3.37  0.33 | 0.67
339 3.38  0.71 | 0.29
340 3.39  0.58 | 0.42
341 3.4  0.29 | 0.71
342 3.41  0.86 | 0.14
343 3.42  0.23 | 0.77
344 3.43  0.45 | 0.55
345 3.44  0.97 | 0.03
346 3.45  0.99 | 0.01
347 3.46  0.86 | 0.14
348 3.47  0.62 | 0.38
349 3.48  0.29 | 0.71
350 3.49  0.18 | 0.82
351 3.5  0.59 | 0.41
352 3.51  0.35 | 0.65
353 3.52  0.88 | 0.12
354 3.53  0.95 | 0.05
355 3.54  0.23 | 0.77
356 3.55  0.97 | 0.03
357 3.56  0.33 | 0.67
358 3.57  0.78 | 0.22
359 3.58  0.41 | 0.59
360 3.59  0.6 | 0.4
361 3.6  0.19 | 0.81
362 3.61  0.52 | 0.48
363 3.62  0.37 | 0.63
364 3.63  0.37 | 0.63
365 3.64  0.75 | 0.25
366 3.65  0.55 | 0.45
367 3.66  0.68 | 0.32
368 3.67  0.22 | 0.78
369 3.68  0.17 | 0.83
370 3.69  0.74 | 0.26
371 3.7  0.04 | 0.96
372 3.71  0.82 | 0.18
373 3.72  0.01 | 0.99
374 3.73  0.55 | 0.45
375 3.74  0.44 | 0.56
376 3.75  0.69 | 0.31
377 3.76  0.7 | 0.3
378 3.77  0.55 | 0.45
379 3.78  0.53 | 0.47
380 3.79  0.2 | 0.8
381 3.8  0.99 | 0.01
382 3.81  0.93 | 0.07
383 3.82  0.19 | 0.81
384 3.83  0.82 | 0.18
385 3.84  0.99 | 0.01
386 3.85  0.1 | 0.9
387 3.86  0.85 | 0.15
388 3.87  0.29 | 0.71
389 3.88  0.78 | 0.22
390 3.89  0.31 | 0.69
391 3.9  0.56 | 0.44
392 3.91  0.82 | 0.18
393 3.92  0.69 | 0.31
394 3.93  0.4 | 0.6
395 3.94  0.84 | 0.16
396 3.95  0.07 | 0.93
397 3.96  0.87 | 0.13
398 3.97  0.83 | 0.17
399 3.98  0.56 | 0.44
400 3.99  0.03 | 0.97
401 4  0.02 | 0.98
402 4.01  0.49 | 0.51
403 4.02  0.54 | 0.46
404 4.03  0.58 | 0.42
405 4.04  0.78 | 0.22
406 4.05  0.53 | 0.47
407 4.06  0.28 | 0.72
408 4.07  0.03 | 0.97
409 4.08  0.76 | 0.24
410 4.09  0.48 | 0.52
411 4.1  0.45 | 0.55
412 4.11  0.41 | 0.59
413 4.12  0.75 | 0.25
414 4.13  0 | 1
415 4.14  0.72 | 0.28
416 4.15  0.95 | 0.05
417 4.16  0.86 | 0.14
418 4.17  0.24 | 0.76
419 4.18  0.68 | 0.32
420 4.19  0.59 | 0.41
421 4.2  0.03 | 0.97
422 4.21  0.39 | 0.61
423 4.22  0.68 | 0.32
424 4.23  0.8 | 0.2
425 4.24  1 | 0
426 4.25  0.98 | 0.02
427 4.26  0.92 | 0.08
428 4.27  0.59 | 0.41
429 4.28  0.48 | 0.52
430 4.29  0.23 | 0.77
431 4.3  0.65 | 0.35
432 4.31  0.78 | 0.22
433 4.32  0.02 | 0.98
434 4.33  0.22 | 0.78
435 4.34  0.08 | 0.92
436 4.35  0.32 | 0.68
437 4.36  0.71 | 0.29
438 4.37  0.18 | 0.82
439 4.38  0.67 | 0.33
440 4.39  0.72 | 0.28
441 4.4  0.84 | 0.16
442 4.41  0.95 | 0.05
443 4.42  0.91 | 0.09
444 4.43  0.79 | 0.21
445 4.44  0.87 | 0.13
446 4.45  0.74 | 0.26
447 4.46  0.61 | 0.39
448 4.47  0.41 | 0.59
449 4.48  0.31 | 0.69
450 4.49  0.9 | 0.1
451 4.5  0.58 | 0.42
452 4.51  0.96 | 0.04
453 4.52  0.87 | 0.13
454 4.53  0.2 | 0.8
455 4.54  0.66 | 0.34
456 4.55  0.58 | 0.42
457 4.56  0 | 1
458 4.57  0.56 | 0.44
459 4.58  0.68 | 0.32
460 4.59  0.3 | 0.7
461 4.6  0.85 | 0.15
462 4.61  0.68 | 0.32
463 4.62  0.92 | 0.08
464 4.63  0.17 | 0.83
465 4.64  0.9 | 0.1
466 4.65  0.77 | 0.23
467 4.66  0.27 | 0.73
468 4.67  0.92 | 0.08
469 4.68  0.47 | 0.53
470 4.69  0.93 | 0.07
471 4.7  0.79 | 0.21
472 4.71  0.9 | 0.1
473 4.72  0.48 | 0.52
474 4.73  0.86 | 0.14
475 4.74  0.18 | 0.82
476 4.75  0.72 | 0.28
477 4.76  0.76 | 0.24
478 4.77  0.67 | 0.33
479 4.78  0.06 | 0.94
480 4.79  0.41 | 0.59
481 4.8  0.96 | 0.04
482 4.81  0.83 | 0.17
483 4.82  0.27 | 0.73
484 4.83  0.47 | 0.53
485 4.84  0.15 | 0.85
486 4.85  0.69 | 0.31
487 4.86  0 | 1
488 4.87  0.26 | 0.74
489 4.88  0.26 | 0.74
490 4.89  0.88 | 0.12
491 4.9  0.28 | 0.72
492 4.91  0.62 | 0.38
493 4.92  0.66 | 0.34
494 4.93  0.86 | 0.14
495 4.94  0.78 | 0.22
496 4.95  0.47 | 0.53
497 4.96  1 | 0
498 4.97  0.7 | 0.3
499 4.98  0.05 | 0.95
500 4.99  0.97 | 0.03
501 5  0.48 | 0.52
502 5.01  0.21 | 0.79
503 5.02  0.59 | 0.41
504 5.03  0.64 | 0.36
505 5.04  0.19 | 0.81
506 5.05  0.75 | 0.25
507 5.06  0.76 | 0.24
508 5.07  0.33 | 0.67
509 5.08  0.52 | 0.48
510 5.09  0.05 | 0.95
511 5.1  0.56 | 0.44
512 5.11  0.93 | 0.07
513 5.12  0.04 | 0.96
514 5.13  0.23 | 0.77
515 5.14  0.1 | 0.9
516 5.15  0.52 | 0.48
517 5.16  0.08 | 0.92
518 5.17  0.55 | 0.45
519 5.18  0.22 | 0.78
520 5.19  0.07 | 0.93
521 5.2  0.05 | 0.95
522 5.21  0.62 | 0.38
523 5.22  0.29 | 0.71
524 5.23  0.96 | 0.04
525 5.24  0.17 | 0.83
526 5.25  0.21 | 0.79
527 5.26  0.36 | 0.64
528 5.27  0.11 | 0.89
529 5.28  1 | 0
530 5.29  0.24 | 0.76
531 5.3  0.19 | 0.81
532 5.31  0.66 | 0.34
533 5.32  0.34 | 0.66
534 5.33  0.99 | 0.01
535 5.34  0.87 | 0.13
536 5.35  0.42 | 0.58
537 5.36  0.96 | 0.04
538 5.37  0.6 | 0.4
539 5.38  0.95 | 0.05
540 5.39  0.76 | 0.24
541 5.4  0.83 | 0.17
542 5.41  0.94 | 0.06
543 5.42  0.35 | 0.65
544 5.43  0.87 | 0.13
545 5.44  0.87 | 0.13
546 5.45  0.24 | 0.76
547 5.46  0.97 | 0.03
548 5.47  0.8 | 0.2
549 5.48  0.92 | 0.08
550 5.49  0.64 | 0.36
551 5.5  0.88 | 0.12
552 5.51  0.4 | 0.6
553 5.52  0.63 | 0.37
554 5.53  0.58 | 0.42
555 5.54  0.47 | 0.53
556 5.55  0.13 | 0.87
557 5.56  0.9 | 0.1
558 5.57  0.35 | 0.65
559 5.58  0.58 | 0.42
560 5.59  0.75 | 0.25
561 5.6  0.53 | 0.47
562 5.61  0.59 | 0.41
563 5.62  0.67 | 0.33
564 5.63  0.29 | 0.71
565 5.64  0.31 | 0.69
566 5.65  0.06 | 0.94
567 5.66  0.76 | 0.24
568 5.67  0.88 | 0.12
569 5.68  0.08 | 0.92
570 5.69  0.89 | 0.11
571 5.7  0.29 | 0.71
572 5.71  0.97 | 0.03
573 5.72  0.18 | 0.82
574 5.73  0.09 | 0.91
575 5.74  0.1 | 0.9
576 5.75  0.8 | 0.2
577 5.76  0.05 | 0.95
578 5.77  0.56 | 0.44
579 5.78  0.24 | 0.76
580 5.79  0.4 | 0.6
581 5.8  0.66 | 0.34
582 5.81  0.05 | 0.95
583 5.82  0.51 | 0.49
584 5.83  0.6 | 0.4
585 5.84  0.11 | 0.89
586 5.85  0.96 | 0.04
587 5.86  0.55 | 0.45
588 5.87  0.73 | 0.27
589 5.88  0.91 | 0.09
590 5.89  0.66 | 0.34
591 5.9  0.18 | 0.82
592 5.91  0.41 | 0.59
593 5.92  0.98 | 0.02
594 5.93  0.8 | 0.2
595 5.94  0.32 | 0.68
596 5.95  0.78 | 0.22
597 5.96  0.71 | 0.29
598 5.97  0.9 | 0.1
599 5.98  0.99 | 0.01
600 5.99  0.77 | 0.23
601 6  0.81 | 0.19
602 6.01  0.53 | 0.47
603 6.02  0.84 | 0.16
604 6.03  0.24 | 0.76
605 6.04  0.53 | 0.47
606 6.05  0.51 | 0.49
607 6.06  0.1 | 0.9
608 6.07  0.06 | 0.94
609 6.08  0.9 | 0.1
610 6.09  0.82 | 0.18
611 6.1  0.45 | 0.55
612 6.11  0.31 | 0.69
613 6.12  0.86 | 0.14
614 6.13  0.74 | 0.26
615 6.14  0.41 | 0.59
616 6.15  0.23 | 0.77
617 6.16  0.27 | 0.73
618 6.17  0.92 | 0.08
619 6.18  0.79 | 0.21
620 6.19  0.28 | 0.72
621 6.2  0.99 | 0.01
622 6.21  0.26 | 0.74
623 6.22  0.24 | 0.76
624 6.23  0.49 | 0.51
625 6.24  0.06 | 0.94
626 6.25  0.56 | 0.44
627 6.26  0.76 | 0.24
628 6.27  0.02 | 0.98
629 6.28  0.29 | 0.71
630 6.29  0.23 | 0.77
631 6.3  0.41 | 0.59
632 6.31  0.91 | 0.09
633 6.32  0.88 | 0.12
634 6.33  0.51 | 0.49
635 6.34  0.62 | 0.38
636 6.35  0.28 | 0.72
637 6.36  0.78 | 0.22
638 6.37  0.45 | 0.55
639 6.38  0.65 | 0.35
640 6.39  0.39 | 0.61
641 6.4  0.84 | 0.16
642 6.41  0.52 | 0.48
643 6.42  0.59 | 0.41
644 6.43  0.79 | 0.21
645 6.44  0.33 | 0.67
646 6.45  0.26 | 0.74
647 6.46  0.08 | 0.92
648 6.47  0.96 | 0.04
649 6.48  0.93 | 0.07
650 6.49  0.15 | 0.85
651 6.5  0.66 | 0.34
652 6.51  0.08 | 0.92
653 6.52  0.61 | 0.39
654 6.53  0.04 | 0.96
655 6.54  0.58 | 0.42
656 6.55  0.74 | 0.26
657 6.56  0.99 | 0.01
658 6.57  0.99 | 0.01
659 6.58  0.96 | 0.04
660 6.59  0.36 | 0.64
661 6.6  0.67 | 0.33
662 6.61  0.04 | 0.96
663 6.62  0.38 | 0.62
664 6.63  0.77 | 0.23
665 6.64  0.33 | 0.67
666 6.65  0.24 | 0.76
667 6.66  0.74 | 0.26
668 6.67  0.53 | 0.47
669 6.68  0.68 | 0.32
670 6.69  0.27 | 0.73
671 6.7  0.18 | 0.82
672 6.71  0.7 | 0.3
673 6.72  0.86 | 0.14
674 6.73  0.39 | 0.61
675 6.74  0.79 | 0.21
676 6.75  0.08 | 0.92
677 6.76  0.6 | 0.4
678 6.77  0.96 | 0.04
679 6.78  0.98 | 0.02
680 6.79  0.62 | 0.38
681 6.8  0.24 | 0.76
682 6.81  0.36 | 0.64
683 6.82  0.92 | 0.08
684 6.83  0.86 | 0.14
685 6.84  0.97 | 0.03
686 6.85  0.51 | 0.49
687 6.86  0.29 | 0.71
688 6.87  0.69 | 0.31
689 6.88  0.62 | 0.38
690 6.89  0.14 | 0.86
691 6.9  0.02 | 0.98
692 6.91  0.83 | 0.17
693 6.92  0.85 | 0.15
694 6.93  0.02 | 0.98
695 6.94  0.68 | 0.32
696 6.95  0.45 | 0.55
697 6.96  0.31 | 0.69
698 6.97  0.54 | 0.46
699 6.98  0.39 | 0.61
700 6.99  0.97 | 0.03
701 7  0.56 | 0.44
702 7.01  0.33 | 0.67
703 7.02  0.5 | 0.5
704 7.03  0.56 | 0.44
705 7.04  0.24 | 0.76
706 7.05  1 | 0
707 7.06  0.55 | 0.45
708 7.07  0.77 | 0.23
709 7.08  0.75 | 0.25
710 7.09  0.89 | 0.11
711 7.1  0.18 | 0.82
712 7.11  0.01 | 0.99
713 7.12  0.89 | 0.11
714 7.13  0.61 | 0.39
715 7.14  0.5 | 0.5
716 7.15  0.6 | 0.4
717 7.16  0.79 | 0.21
718 7.17  0.48 | 0.52
719 7.18  0.83 | 0.17
720 7.19  0.4 | 0.6
721 7.2  0.56 | 0.44
722 7.21  0.1 | 0.9
723 7.22  0.56 | 0.44
724 7.23  0.94 | 0.06
725 7.24  0.84 | 0.16
726 7.25  0.62 | 0.38
727 7.26  0.97 | 0.03
728 7.27  0.59 | 0.41
729 7.28  0.57 | 0.43
730 7.29  0.44 | 0.56
731 7.3  0.74 | 0.26
732 7.31  0.76 | 0.24
733 7.32  1 | 0
734 7.33  0.91 | 0.09
735 7.34  0.1 | 0.9
736 7.35  0.64 | 0.36
737 7.36  0.5 | 0.5
738 7.37  0.87 | 0.13
739 7.38  0.58 | 0.42
740 7.39  0.12 | 0.88
741 7.4  0.13 | 0.87
742 7.41  0.34 | 0.66
743 7.42  0.68 | 0.32
744 7.43  0.72 | 0.28
745 7.44  0.27 | 0.73
746 7.45  0.06 | 0.94
747 7.46  0.48 | 0.52
748 7.47  0.89 | 0.11
749 7.48  0.65 | 0.35
750 7.49  0.53 | 0.47
751 7.5  0.91 | 0.09
752 7.51  0.13 | 0.87
753 7.52  0.63 | 0.37
754 7.53  0.43 | 0.57
755 7.54  0.85 | 0.15
756 7.55  0.44 | 0.56
757 7.56  0.62 | 0.38
758 7.57  0.05 | 0.95
759 7.58  0.94 | 0.06
760 7.59  0.57 | 0.43
761 7.6  0.77 | 0.23
762 7.61  0.7 | 0.3
763 7.62  0.16 | 0.84
764 7.63  0.61 | 0.39
765 7.64  0.12 | 0.88
766 7.65  0.31 | 0.69
767 7.66  0.95 | 0.05
768 7.67  0.66 | 0.34
769 7.68  0.19 | 0.81
770 7.69  0.07 | 0.93
771 7.7  0.14 | 0.86
772 7.71  0.98 | 0.02
773 7.72  0.23 | 0.77
774 7.73  0.9 | 0.1
775 7.74  0.72 | 0.28
776 7.75  0.7 | 0.3
777 7.76  0.03 | 0.97
778 7.77  0.32 | 0.68
779 7.78  0.86 | 0.14
780 7.79  0.88 | 0.12
781 7.8  0.12 | 0.88
782 7.81  0.99 | 0.01
783 7.82  0 | 1
784 7.83  0.65 | 0.35
785 7.84  0.27 | 0.73
786 7.85  0.7 | 0.3
787 7.86  0.98 | 0.02
788 7.87  0.57 | 0.43
789 7.88  0.89 | 0.11
790 7.89  0.59 | 0.41
791 7.9  0.42 | 0.58
792 7.91  0.18 | 0.82
793 7.92  0.94 | 0.06
794 7.93  0.16 | 0.84
795 7.94  0.29 | 0.71
796 7.95  0.84 | 0.16
797 7.96  0.82 | 0.18
798 7.97  0.33 | 0.67
799 7.98  0.59 | 0.41
800 7.99  0 | 1
801 8  0.08 | 0.92
802 8.01  0.22 | 0.78
803 8.02  0.43 | 0.57
804 8.03  0.93 | 0.07
805 8.04  0.65 | 0.35
806 8.05  0.31 | 0.69
807 8.06  0.44 | 0.56
808 8.07  0.24 | 0.76
809 8.08  0.87 | 0.13
810 8.09  0.07 | 0.93
811 8.1  0.74 | 0.26
812 8.11  0.74 | 0.26
813 8.12  0.62 | 0.38
814 8.13  0.79 | 0.21
815 8.14  0.04 | 0.96
816 8.15  0.93 | 0.07
817 8.16  0.12 | 0.88
818 8.17  0.98 | 0.02
819 8.18  0.4 | 0.6
820 8.19  0.83 | 0.17
821 8.2  0.46 | 0.54
822 8.21  0.05 | 0.95
823 8.22  0.74 | 0.26
824 8.23  0.98 | 0.02
825 8.24  1 | 0
826 8.25  0.79 | 0.21
827 8.26  0.13 | 0.87
828 8.27  0.89 | 0.11
829 8.28  0.04 | 0.96
830 8.29  0.64 | 0.36
831 8.3  0.17 | 0.83
832 8.31  0.12 | 0.88
833 8.32  0.69 | 0.31
834 8.33  0.76 | 0.24
835 8.34  0.76 | 0.24
836 8.35  0.38 | 0.62
837 8.36  0.86 | 0.14
838 8.37  0.12 | 0.88
839 8.38  0.16 | 0.84
840 8.39  0.61 | 0.39
841 8.4  0.78 | 0.22
842 8.41  0.83 | 0.17
843 8.42  0.16 | 0.84
844 8.43  0.04 | 0.96
845 8.44  0.99 | 0.01
846 8.45  0.22 | 0.78
847 8.46  0.09 | 0.91
848 8.47  0.47 | 0.53
849 8.48  0.91 | 0.09
850 8.49  0.65 | 0.35
851 8.5  0.25 | 0.75
852 8.51  0.13 | 0.87
853 8.52  0 | 1
854 8.53  0.67 | 0.33
855 8.54  0.2 | 0.8
856 8.55  0.58 | 0.42
857 8.56  0.93 | 0.07
858 8.57  0.8 | 0.2
859 8.58  0.5 | 0.5
860 8.59  0.35 | 0.65
861 8.6  0.19 | 0.81
862 8.61  0.08 | 0.92
863 8.62  0.86 | 0.14
864 8.63  0.55 | 0.45
865 8.64  0.04 | 0.96
866 8.65  0.66 | 0.34
867 8.66  0.94 | 0.06
868 8.67  0.8 | 0.2
869 8.68  0.14 | 0.86
870 8.69  0.49 | 0.51
871 8.7  0.96 | 0.04
872 8.71  0.81 | 0.19
873 8.72  0.3 | 0.7
874 8.73  0.09 | 0.91
875 8.74  0.87 | 0.13
876 8.75  1 | 0
877 8.76  0.58 | 0.42
878 8.77  0.3 | 0.7
879 8.78  0.57 | 0.43
880 8.79  0.85 | 0.15
881 8.8  0.53 | 0.47
